                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                0.97034,                0.81847,                0.90624,                0.64502,                0.74615,                0.74194,                0.53876,                0.99857,                0.95242,                0.94257,               0.005446,               0.005446,               0.005446
                     49,                0.97801,                0.81575,                0.90791,                0.65244,                0.74332,                0.75971,                0.55287,                0.97589,                0.87253,                0.93392,               0.005347,               0.005347,               0.005347
                     50,                0.96999,                0.81658,                0.90707,                0.65314,                0.74981,                 0.7549,                0.54497,                0.99261,                0.90752,                0.93773,               0.005248,               0.005248,               0.005248
                     51,                0.96709,                0.81326,                0.90831,                  0.655,                0.75326,                0.76216,                0.55129,                0.98703,                0.88804,                0.93497,               0.005149,               0.005149,               0.005149
                     52,                0.95725,                0.79754,                0.90977,                 0.6584,                0.75357,                0.76583,                0.55254,                0.97053,                0.89641,                0.93247,                0.00505,                0.00505,                0.00505
                     53,                0.96903,                0.80884,                0.90092,                 0.6552,                  0.755,                0.75882,                  0.554,                0.97694,                0.87783,                0.93214,               0.004951,               0.004951,               0.004951
                     54,                0.96254,                0.80403,                0.90589,                0.66132,                 0.7504,                0.75422,                0.54958,                 1.0148,                0.93002,                0.94562,               0.004852,               0.004852,               0.004852
                     55,                0.94825,                0.79985,                0.90247,                0.65062,                0.75305,                0.74217,                0.54536,                0.97689,                0.91775,                0.93456,               0.004753,               0.004753,               0.004753
                     56,                0.96323,                 0.7869,                0.90862,                0.62973,                0.77713,                0.75625,                0.54835,                0.97623,                0.90988,                 0.9342,               0.004654,               0.004654,               0.004654
                     57,                0.95809,                0.78597,                0.90628,                0.65558,                0.77348,                0.76344,                0.55765,                0.97348,                0.88112,                0.93171,               0.004555,               0.004555,               0.004555
                     58,                0.95917,                0.78506,                0.90006,                0.66043,                 0.7672,                0.76161,                0.55691,                0.97149,                0.84545,                0.93071,               0.004456,               0.004456,               0.004456
                     59,                0.95579,                0.77796,                0.90637,                0.68251,                0.72899,                0.76667,                0.56108,                0.97376,                0.85843,                0.93188,               0.004357,               0.004357,               0.004357
                     60,                0.95442,                0.77961,                 0.9018,                0.68842,                0.73085,                0.76716,                0.55901,                0.97484,                 0.8619,                0.93225,               0.004258,               0.004258,               0.004258
                     61,                0.94917,                0.78116,                0.90347,                0.67336,                0.75047,                 0.7642,                 0.5564,                0.98021,                0.87994,                0.93661,               0.004159,               0.004159,               0.004159
                     62,                0.94177,                0.77014,                0.89988,                0.63661,                0.78112,                0.75995,                0.55195,                0.97321,                0.85183,                0.93531,                0.00406,                0.00406,                0.00406
                     63,                0.93943,                0.76343,                0.90025,                0.66621,                0.74181,                0.76384,                0.55906,                0.96677,                0.85572,                0.93364,               0.003961,               0.003961,               0.003961
                     64,                0.94351,                0.75879,                 0.9032,                 0.6724,                0.75486,                0.77526,                 0.5689,                0.96763,                0.86834,                0.93004,               0.003862,               0.003862,               0.003862
                     65,                0.93966,                0.76469,                 0.9007,                 0.6578,                0.75768,                0.75003,                0.54805,                 1.0092,                0.95452,                0.94499,               0.003763,               0.003763,               0.003763
                     66,                 0.9563,                0.75821,                0.90559,                0.64796,                0.77501,                0.75436,                0.55347,                0.97369,                0.87291,                0.93301,               0.003664,               0.003664,               0.003664
                     67,                0.94777,                0.76869,                0.89701,                0.67762,                0.73227,                0.75545,                0.54867,                0.97403,                0.89417,                0.92979,               0.003565,               0.003565,               0.003565
                     68,                0.93435,                0.74623,                0.89959,                0.66648,                0.76693,                0.76299,                0.55945,                0.98564,                0.89648,                0.93353,               0.003466,               0.003466,               0.003466
                     69,                0.92679,                0.73534,                0.89846,                0.67243,                0.74586,                0.76578,                0.56113,                0.96944,                0.87394,                0.93341,               0.003367,               0.003367,               0.003367
                     70,                0.93912,                0.74511,                0.89586,                0.65596,                0.75831,                0.75445,                0.55274,                0.97787,                0.89078,                0.93359,               0.003268,               0.003268,               0.003268
                     71,                0.93849,                0.74731,                 0.8963,                0.66069,                0.76267,                0.76325,                0.55675,                0.96465,                0.86033,                0.93234,               0.003169,               0.003169,               0.003169
                     72,                0.93304,                0.74569,                0.90013,                 0.6752,                0.75149,                0.76447,                0.55851,                0.96929,                0.85893,                0.93363,                0.00307,                0.00307,                0.00307
                     73,                0.94123,                0.74238,                0.90302,                0.65978,                0.76064,                0.75894,                0.55445,                0.96971,                 0.8751,                0.92924,               0.002971,               0.002971,               0.002971
                     74,                0.92927,                0.73266,                 0.8974,                0.67229,                0.75695,                 0.7652,                0.56006,                0.99052,                 0.8648,                0.93362,               0.002872,               0.002872,               0.002872
                     75,                0.92955,                0.72605,                0.90094,                0.65464,                0.77891,                 0.7636,                0.55786,                0.98211,                0.87405,                0.93289,               0.002773,               0.002773,               0.002773
                     76,                0.93405,                0.72627,                0.90086,                0.67105,                 0.7487,                0.76124,                0.55397,                 0.9742,                0.87209,                0.93173,               0.002674,               0.002674,               0.002674
                     77,                0.92292,                0.71218,                0.89645,                0.66459,                0.76342,                0.76306,                0.55741,                0.97679,                0.88624,                0.93192,               0.002575,               0.002575,               0.002575
                     78,                0.92205,                0.71653,                0.89616,                0.64661,                0.78651,                0.75752,                0.55531,                0.96806,                0.87005,                0.93061,               0.002476,               0.002476,               0.002476
                     79,                0.92948,                0.72056,                0.89647,                0.67387,                0.75205,                0.76751,                0.56231,                0.97715,                0.88159,                0.93647,               0.002377,               0.002377,               0.002377
                     80,                0.92085,                0.71043,                0.89927,                0.65849,                0.75404,                0.74901,                 0.5492,                0.97368,                0.89867,                0.93482,               0.002278,               0.002278,               0.002278
                     81,                 0.9264,                0.70985,                0.89163,                0.65781,                0.76723,                0.75156,                0.55051,                0.97419,                0.87449,                0.93439,               0.002179,               0.002179,               0.002179
                     82,                0.92247,                0.71476,                0.89735,                0.65018,                0.76761,                 0.7715,                0.56359,                0.97987,                0.89005,                0.93692,                0.00208,                0.00208,                0.00208
                     83,                0.93174,                0.71453,                0.89347,                0.66725,                0.75064,                0.76701,                 0.5609,                 0.9756,                0.86616,                0.93538,               0.001981,               0.001981,               0.001981
                     84,                0.92234,                0.70466,                0.89427,                0.66797,                0.74812,                 0.7571,                0.55537,                 0.9779,                0.90192,                0.93423,               0.001882,               0.001882,               0.001882
                     85,                0.91806,                0.69932,                 0.8947,                0.64808,                0.76215,                0.75802,                0.55432,                0.97319,                0.89252,                0.93343,               0.001783,               0.001783,               0.001783
                     86,                0.91731,                0.69409,                0.89785,                0.66469,                 0.7628,                0.76018,                0.55621,                0.99015,                0.88818,                0.93756,               0.001684,               0.001684,               0.001684
                     87,                0.91857,                0.69542,                0.89784,                0.65037,                0.78628,                0.75626,                0.55416,                0.96984,                0.89941,                0.93296,               0.001585,               0.001585,               0.001585
